Altitude	Temperature	Pressure	HE[m-3]	H2[m-3]
4.706700e+02	5.062535e+02	5.444856e-06	3.177025e+13	8.039410e+14
4.716700e+02	5.077169e+02	5.378761e-06	3.079089e+13	7.917443e+14
4.726700e+02	5.091760e+02	5.313955e-06	2.984082e+13	7.798129e+14
4.736700e+02	5.106308e+02	5.250426e-06	2.891982e+13	7.681430e+14
4.746700e+02	5.120817e+02	5.188164e-06	2.802764e+13	7.567308e+14
4.756700e+02	5.135288e+02	5.127158e-06	2.716406e+13	7.455725e+14
4.766700e+02	5.149724e+02	5.067396e-06	2.632884e+13	7.346643e+14
4.776700e+02	5.164128e+02	5.008868e-06	2.552174e+13	7.240024e+14
4.786700e+02	5.178500e+02	4.951563e-06	2.474254e+13	7.135829e+14
4.796700e+02	5.192845e+02	4.895469e-06	2.399100e+13	7.034020e+14
4.806700e+02	5.207163e+02	4.840576e-06	2.326687e+13	6.934559e+14
4.816700e+02	5.221458e+02	4.786873e-06	2.256994e+13	6.837407e+14
4.826700e+02	5.235731e+02	4.734348e-06	2.189996e+13	6.742528e+14
4.836700e+02	5.249985e+02	4.682991e-06	2.125671e+13	6.649881e+14
4.846700e+02	5.264222e+02	4.632790e-06	2.063994e+13	6.559430e+14
4.856700e+02	5.278445e+02	4.583734e-06	2.004942e+13	6.471136e+14
4.866700e+02	5.292655e+02	4.535813e-06	1.948492e+13	6.384961e+14
4.876700e+02	5.306854e+02	4.489016e-06	1.894621e+13	6.300866e+14
4.886700e+02	5.321047e+02	4.443331e-06	1.843305e+13	6.218814e+14
4.896700e+02	5.335233e+02	4.398747e-06	1.794520e+13	6.138767e+14
4.906700e+02	5.349416e+02	4.355254e-06	1.748244e+13	6.060685e+14
4.916700e+02	5.363598e+02	4.312840e-06	1.704452e+13	5.984531e+14
4.926700e+02	5.377782e+02	4.271494e-06	1.663122e+13	5.910267e+14
4.936700e+02	5.391969e+02	4.231206e-06	1.624229e+13	5.837854e+14
4.946700e+02	5.406161e+02	4.191964e-06	1.587752e+13	5.767255e+14
4.956700e+02	5.420362e+02	4.153757e-06	1.553665e+13	5.698431e+14
4.966700e+02	5.434573e+02	4.116575e-06	1.521946e+13	5.631344e+14
4.976700e+02	5.448797e+02	4.080405e-06	1.492571e+13	5.565955e+14
4.986700e+02	5.463036e+02	4.045238e-06	1.465518e+13	5.502228e+14
4.996700e+02	5.477291e+02	4.011062e-06	1.440761e+13	5.440122e+14
5.006700e+02	5.491558e+02	3.977738e-06	1.417826e+13	5.379390e+14
5.016700e+02	5.505810e+02	3.944844e-06	1.395241e+13	5.319330e+14
5.026700e+02	5.520045e+02	3.912345e-06	1.372896e+13	5.259887e+14
5.036700e+02	5.534261e+02	3.880237e-06	1.350790e+13	5.201056e+14
5.046700e+02	5.548458e+02	3.848516e-06	1.328922e+13	5.142836e+14
5.056700e+02	5.562636e+02	3.817178e-06	1.307291e+13	5.085221e+14
5.066700e+02	5.576793e+02	3.786219e-06	1.285897e+13	5.028208e+14
5.076700e+02	5.590929e+02	3.755634e-06	1.264738e+13	4.971794e+14
5.086700e+02	5.605044e+02	3.725421e-06	1.243814e+13	4.915975e+14
5.096700e+02	5.619136e+02	3.695574e-06	1.223123e+13	4.860747e+14
5.106700e+02	5.633204e+02	3.666090e-06	1.202666e+13	4.806106e+14
5.116700e+02	5.647249e+02	3.636964e-06	1.182440e+13	4.752049e+14
5.126700e+02	5.661270e+02	3.608193e-06	1.162446e+13	4.698572e+14
5.136700e+02	5.675265e+02	3.579773e-06	1.142682e+13	4.645672e+14
5.146700e+02	5.689234e+02	3.551700e-06	1.123148e+13	4.593345e+14
5.156700e+02	5.703176e+02	3.523969e-06	1.103842e+13	4.541586e+14
5.166700e+02	5.717091e+02	3.496576e-06	1.084764e+13	4.490393e+14
5.176700e+02	5.730978e+02	3.469518e-06	1.065913e+13	4.439763e+14
5.186700e+02	5.744836e+02	3.442791e-06	1.047288e+13	4.389690e+14
5.196700e+02	5.758665e+02	3.416390e-06	1.028888e+13	4.340171e+14
5.206700e+02	5.772463e+02	3.390311e-06	1.010713e+13	4.291204e+14
5.216700e+02	5.786230e+02	3.364551e-06	9.927616e+12	4.242784e+14
5.226700e+02	5.799966e+02	3.339105e-06	9.750327e+12	4.194907e+14
5.236700e+02	5.813670e+02	3.313969e-06	9.575256e+12	4.147570e+14
5.246700e+02	5.827340e+02	3.289139e-06	9.402395e+12	4.100769e+14
5.256700e+02	5.840977e+02	3.264612e-06	9.231735e+12	4.054501e+14
5.266700e+02	5.854579e+02	3.240383e-06	9.063269e+12	4.008762e+14
5.276700e+02	5.868146e+02	3.216447e-06	8.896986e+12	3.963547e+14
5.286700e+02	5.881678e+02	3.192802e-06	8.732880e+12	3.918854e+14
5.296700e+02	5.895172e+02	3.169443e-06	8.570941e+12	3.874680e+14
5.306700e+02	5.908630e+02	3.146366e-06	8.411160e+12	3.831019e+14
5.316700e+02	5.922049e+02	3.123567e-06	8.253530e+12	3.787869e+14
5.326700e+02	5.935430e+02	3.101042e-06	8.098042e+12	3.745225e+14
5.336700e+02	5.948772e+02	3.078787e-06	7.944687e+12	3.703085e+14
5.346700e+02	5.962073e+02	3.056798e-06	7.793456e+12	3.661444e+14
5.356700e+02	5.975334e+02	3.035070e-06	7.644342e+12	3.620299e+14
5.366700e+02	5.988553e+02	3.013600e-06	7.497335e+12	3.579647e+14
5.376700e+02	6.001730e+02	2.992384e-06	7.352428e+12	3.539483e+14
5.386700e+02	6.014864e+02	2.971418e-06	7.209611e+12	3.499803e+14
5.396700e+02	6.027955e+02	2.950698e-06	7.068876e+12	3.460605e+14
5.406700e+02	6.041001e+02	2.930219e-06	6.930215e+12	3.421885e+14
5.416700e+02	6.054002e+02	2.909977e-06	6.793619e+12	3.383638e+14
5.426700e+02	6.066958e+02	2.889970e-06	6.659079e+12	3.345861e+14
5.436700e+02	6.079867e+02	2.870192e-06	6.526587e+12	3.308551e+14
5.446700e+02	6.092729e+02	2.850639e-06	6.396135e+12	3.271704e+14
5.456700e+02	6.105543e+02	2.831308e-06	6.267713e+12	3.235316e+14
5.466700e+02	6.118309e+02	2.812194e-06	6.141314e+12	3.199384e+14
5.476700e+02	6.131025e+02	2.793293e-06	6.016929e+12	3.163903e+14
5.486700e+02	6.143692e+02	2.774602e-06	5.894550e+12	3.128871e+14
5.496700e+02	6.156307e+02	2.756117e-06	5.774167e+12	3.094283e+14
5.506700e+02	6.168872e+02	2.737832e-06	5.655772e+12	3.060136e+14
5.516700e+02	6.181385e+02	2.719745e-06	5.539357e+12	3.026426e+14
5.526700e+02	6.193844e+02	2.701851e-06	5.424914e+12	2.993150e+14
5.536700e+02	6.206251e+02	2.684146e-06	5.312433e+12	2.960303e+14
5.546700e+02	6.218603e+02	2.666627e-06	5.201906e+12	2.927883e+14
5.556700e+02	6.230900e+02	2.649288e-06	5.093326e+12	2.895886e+14
5.566700e+02	6.243142e+02	2.632127e-06	4.986682e+12	2.864307e+14
5.576700e+02	6.255327e+02	2.615138e-06	4.881967e+12	2.833143e+14
5.586700e+02	6.267456e+02	2.598319e-06	4.779172e+12	2.802391e+14
5.596700e+02	6.279527e+02	2.581664e-06	4.678288e+12	2.772047e+14
5.606700e+02	6.291539e+02	2.565170e-06	4.579308e+12	2.742107e+14
5.616700e+02	6.303493e+02	2.548834e-06	4.482222e+12	2.712568e+14
5.626700e+02	6.315386e+02	2.532650e-06	4.387022e+12	2.683425e+14
5.636700e+02	6.327219e+02	2.516615e-06	4.293700e+12	2.654676e+14
5.646700e+02	6.338991e+02	2.500725e-06	4.202247e+12	2.626316e+14
5.656700e+02	6.350701e+02	2.484975e-06	4.112654e+12	2.598342e+14
5.666700e+02	6.362349e+02	2.469362e-06	4.024913e+12	2.570750e+14
5.676700e+02	6.373933e+02	2.453882e-06	3.939015e+12	2.543537e+14
5.686700e+02	6.385453e+02	2.438530e-06	3.854953e+12	2.516699e+14
5.696700e+02	6.396908e+02	2.423303e-06	3.772716e+12	2.490232e+14
5.706700e+02	6.408298e+02	2.408197e-06	3.692298e+12	2.464132e+14
5.716700e+02	6.419622e+02	2.393207e-06	3.613688e+12	2.438397e+14
5.726700e+02	6.430879e+02	2.378330e-06	3.536880e+12	2.413021e+14
5.736700e+02	6.442069e+02	2.363561e-06	3.461864e+12	2.388003e+14
5.746700e+02	6.453190e+02	2.348896e-06	3.388631e+12	2.363337e+14
5.756700e+02	6.464243e+02	2.334332e-06	3.317174e+12	2.339020e+14
5.766700e+02	6.475225e+02	2.319864e-06	3.247483e+12	2.315049e+14
5.776700e+02	6.486138e+02	2.305489e-06	3.179551e+12	2.291420e+14
5.786700e+02	6.496979e+02	2.291202e-06	3.113368e+12	2.268129e+14
5.796700e+02	6.507749e+02	2.276999e-06	3.048926e+12	2.245172e+14
5.806700e+02	6.518446e+02	2.262876e-06	2.986217e+12	2.222547e+14
5.816700e+02	6.529070e+02	2.248829e-06	2.925232e+12	2.200248e+14
5.826700e+02	6.539620e+02	2.234855e-06	2.865962e+12	2.178273e+14
5.836700e+02	6.550095e+02	2.220948e-06	2.808399e+12	2.156619e+14
5.846700e+02	6.560495e+02	2.207106e-06	2.752535e+12	2.135280e+14
5.856700e+02	6.570820e+02	2.193323e-06	2.698361e+12	2.114254e+14
5.866700e+02	6.581067e+02	2.179597e-06	2.645868e+12	2.093537e+14
5.876700e+02	6.591237e+02	2.165922e-06	2.595049e+12	2.073125e+14
5.886700e+02	6.601330e+02	2.152296e-06	2.545893e+12	2.053014e+14
5.896700e+02	6.611343e+02	2.138713e-06	2.498393e+12	2.033202e+14
5.906700e+02	6.621277e+02	2.125170e-06	2.452541e+12	2.013684e+14
5.916700e+02	6.631130e+02	2.111663e-06	2.408328e+12	1.994456e+14
5.926700e+02	6.640903e+02	2.098188e-06	2.365745e+12	1.975515e+14
5.936700e+02	6.650594e+02	2.084740e-06	2.324783e+12	1.956858e+14
5.946700e+02	6.660203e+02	2.071316e-06	2.285435e+12	1.938480e+14
5.956700e+02	6.669729e+02	2.057912e-06	2.247691e+12	1.920378e+14
5.966700e+02	6.679171e+02	2.044523e-06	2.211544e+12	1.902548e+14
5.976700e+02	6.688528e+02	2.031146e-06	2.176984e+12	1.884987e+14
5.986700e+02	6.697801e+02	2.017777e-06	2.144004e+12	1.867691e+14
5.996700e+02	6.706987e+02	2.004411e-06	2.112594e+12	1.850656e+14
6.006700e+02	6.716081e+02	1.991075e-06	2.082459e+12	1.833852e+14
6.016700e+02	6.725060e+02	1.977865e-06	2.052672e+12	1.817190e+14
6.026700e+02	6.733926e+02	1.964786e-06	2.023164e+12	1.800663e+14
6.036700e+02	6.742681e+02	1.951836e-06	1.993932e+12	1.784271e+14
6.046700e+02	6.751327e+02	1.939013e-06	1.964977e+12	1.768013e+14
6.056700e+02	6.759867e+02	1.926314e-06	1.936297e+12	1.751889e+14
6.066700e+02	6.768303e+02	1.913739e-06	1.907894e+12	1.735898e+14
6.076700e+02	6.776638e+02	1.901285e-06	1.879765e+12	1.720038e+14
6.086700e+02	6.784874e+02	1.888950e-06	1.851911e+12	1.704311e+14
6.096700e+02	6.793013e+02	1.876731e-06	1.824330e+12	1.688715e+14
6.106700e+02	6.801058e+02	1.864627e-06	1.797022e+12	1.673249e+14
6.116700e+02	6.809012e+02	1.852636e-06	1.769987e+12	1.657913e+14
6.126700e+02	6.816876e+02	1.840756e-06	1.743225e+12	1.642707e+14
6.136700e+02	6.824653e+02	1.828984e-06	1.716733e+12	1.627629e+14
6.146700e+02	6.832346e+02	1.817319e-06	1.690513e+12	1.612680e+14
6.156700e+02	6.839957e+02	1.805758e-06	1.664562e+12	1.597859e+14
6.166700e+02	6.847488e+02	1.794300e-06	1.638882e+12	1.583164e+14
6.176700e+02	6.854941e+02	1.782942e-06	1.613470e+12	1.568596e+14
6.186700e+02	6.862320e+02	1.771683e-06	1.588328e+12	1.554154e+14
6.196700e+02	6.869626e+02	1.760521e-06	1.563453e+12	1.539837e+14
6.206700e+02	6.876862e+02	1.749452e-06	1.538846e+12	1.525645e+14
6.216700e+02	6.884031e+02	1.738476e-06	1.514505e+12	1.511577e+14
6.226700e+02	6.891134e+02	1.727590e-06	1.490431e+12	1.497632e+14
6.236700e+02	6.898175e+02	1.716793e-06	1.466622e+12	1.483811e+14
6.246700e+02	6.905155e+02	1.706082e-06	1.443079e+12	1.470112e+14
6.256700e+02	6.912077e+02	1.695455e-06	1.419800e+12	1.456535e+14
6.266700e+02	6.918943e+02	1.684910e-06	1.396786e+12	1.443079e+14
6.276700e+02	6.925757e+02	1.674445e-06	1.374034e+12	1.429743e+14
6.286700e+02	6.932519e+02	1.664058e-06	1.351546e+12	1.416528e+14
6.296700e+02	6.939233e+02	1.653748e-06	1.329320e+12	1.403432e+14
6.306700e+02	6.945901e+02	1.643511e-06	1.307355e+12	1.390455e+14
6.316700e+02	6.952526e+02	1.633346e-06	1.285652e+12	1.377597e+14
6.326700e+02	6.959109e+02	1.623251e-06	1.264209e+12	1.364856e+14
6.336700e+02	6.965654e+02	1.613224e-06	1.243027e+12	1.352232e+14
6.346700e+02	6.972162e+02	1.603263e-06	1.222103e+12	1.339725e+14
6.356700e+02	6.978637e+02	1.593365e-06	1.201439e+12	1.327333e+14
6.366700e+02	6.985080e+02	1.583530e-06	1.181032e+12	1.315057e+14
6.376700e+02	6.991493e+02	1.573754e-06	1.160884e+12	1.302896e+14
6.386700e+02	6.997881e+02	1.564035e-06	1.140992e+12	1.290849e+14
6.396700e+02	7.004243e+02	1.554373e-06	1.121358e+12	1.278916e+14
6.406700e+02	7.010584e+02	1.544764e-06	1.101979e+12	1.267096e+14
6.416700e+02	7.016906e+02	1.535206e-06	1.082855e+12	1.255388e+14
6.426700e+02	7.023210e+02	1.525698e-06	1.063986e+12	1.243792e+14
6.436700e+02	7.029500e+02	1.516238e-06	1.045372e+12	1.232308e+14
6.446700e+02	7.035777e+02	1.506823e-06	1.027011e+12	1.220934e+14
6.456700e+02	7.042045e+02	1.497451e-06	1.008904e+12	1.209670e+14
6.466700e+02	7.048305e+02	1.488120e-06	9.910486e+11	1.198516e+14
6.476700e+02	7.054560e+02	1.478829e-06	9.734454e+11	1.187471e+14
6.486700e+02	7.060813e+02	1.469576e-06	9.560937e+11	1.176534e+14
6.496700e+02	7.067065e+02	1.460357e-06	9.389928e+11	1.165705e+14
6.506700e+02	7.073320e+02	1.451172e-06	9.221421e+11	1.154983e+14
6.516700e+02	7.079579e+02	1.442018e-06	9.055410e+11	1.144368e+14
6.526700e+02	7.085845e+02	1.432893e-06	8.891891e+11	1.133858e+14
6.536700e+02	7.092121e+02	1.423795e-06	8.730857e+11	1.123455e+14
6.546700e+02	7.098408e+02	1.414722e-06	8.572302e+11	1.113156e+14
6.556700e+02	7.104710e+02	1.405672e-06	8.416221e+11	1.102961e+14
6.566700e+02	7.111028e+02	1.396643e-06	8.262608e+11	1.092870e+14
6.576700e+02	7.117366e+02	1.387633e-06	8.111458e+11	1.082883e+14
6.586700e+02	7.123724e+02	1.378640e-06	7.962764e+11	1.072997e+14
6.596700e+02	7.130107e+02	1.369661e-06	7.816521e+11	1.063214e+14
6.606700e+02	7.136516e+02	1.360696e-06	7.672722e+11	1.053532e+14
6.616700e+02	7.142954e+02	1.351741e-06	7.531364e+11	1.043951e+14
6.626700e+02	7.149423e+02	1.342795e-06	7.392438e+11	1.034470e+14
6.636700e+02	7.155925e+02	1.333856e-06	7.255941e+11	1.025089e+14
6.646700e+02	7.162464e+02	1.324921e-06	7.121866e+11	1.015806e+14
6.656700e+02	7.169040e+02	1.315989e-06	6.990207e+11	1.006623e+14
6.666700e+02	7.175658e+02	1.307058e-06	6.860959e+11	9.975366e+13
6.676700e+02	7.182318e+02	1.298125e-06	6.734116e+11	9.885479e+13
6.686700e+02	7.189025e+02	1.289188e-06	6.609672e+11	9.796559e+13
6.696700e+02	7.195779e+02	1.280246e-06	6.487622e+11	9.708600e+13
6.706700e+02	7.202583e+02	1.271297e-06	6.367959e+11	9.621596e+13
6.716700e+02	7.209440e+02	1.262338e-06	6.250679e+11	9.535542e+13
6.726700e+02	7.216353e+02	1.253367e-06	6.135774e+11	9.450431e+13
6.736700e+02	7.223323e+02	1.244382e-06	6.023241e+11	9.366258e+13
6.746700e+02	7.230353e+02	1.235382e-06	5.913072e+11	9.283016e+13
6.756700e+02	7.237446e+02	1.226364e-06	5.805262e+11	9.200701e+13
6.766700e+02	7.244603e+02	1.217326e-06	5.699805e+11	9.119306e+13
6.776700e+02	7.251828e+02	1.208266e-06	5.596696e+11	9.038826e+13
6.786700e+02	7.259122e+02	1.199182e-06	5.495929e+11	8.959254e+13
6.796700e+02	7.266488e+02	1.190073e-06	5.397499e+11	8.880584e+13
6.806700e+02	7.273929e+02	1.180935e-06	5.301398e+11	8.802812e+13
6.816700e+02	7.281446e+02	1.171768e-06	5.207622e+11	8.725930e+13
6.826700e+02	7.289043e+02	1.162568e-06	5.116166e+11	8.649934e+13
6.836700e+02	7.296722e+02	1.153334e-06	5.027022e+11	8.574817e+13
6.846700e+02	7.304485e+02	1.144064e-06	4.940186e+11	8.500574e+13
6.856700e+02	7.312334e+02	1.134756e-06	4.855652e+11	8.427198e+13
6.866700e+02	7.320272e+02	1.125408e-06	4.773413e+11	8.354684e+13
6.876700e+02	7.328302e+02	1.116018e-06	4.693465e+11	8.283025e+13
6.886700e+02	7.336425e+02	1.106583e-06	4.615802e+11	8.212217e+13
6.896700e+02	7.344644e+02	1.097102e-06	4.540417e+11	8.142254e+13
6.906700e+02	7.352962e+02	1.087572e-06	4.467306e+11	8.073129e+13
6.916700e+02	7.361381e+02	1.077992e-06	4.396462e+11	8.004836e+13
6.926700e+02	7.369903e+02	1.068360e-06	4.327879e+11	7.937370e+13
6.936700e+02	7.378531e+02	1.058673e-06	4.261553e+11	7.870725e+13
6.946700e+02	7.387268e+02	1.048930e-06	4.197476e+11	7.804895e+13
6.956700e+02	7.396114e+02	1.039128e-06	4.135644e+11	7.739875e+13
6.966700e+02	7.405074e+02	1.029265e-06	4.076051e+11	7.675657e+13
6.976700e+02	7.414149e+02	1.019340e-06	4.018690e+11	7.612238e+13
6.986700e+02	7.423343e+02	1.009350e-06	3.963557e+11	7.549610e+13
6.996700e+02	7.432657e+02	9.992935e-07	3.910641e+11	7.487766e+13
7.006700e+02	7.442262e+02	9.890909e-07	3.858941e+11	7.426458e+13
7.016700e+02	7.452279e+02	9.786878e-07	3.807694e+11	7.365496e+13
7.026700e+02	7.462698e+02	9.680906e-07	3.756899e+11	7.304882e+13
7.036700e+02	7.473509e+02	9.573054e-07	3.706556e+11	7.244617e+13
7.046700e+02	7.484700e+02	9.463386e-07	3.656663e+11	7.184702e+13
7.056700e+02	7.496261e+02	9.351964e-07	3.607220e+11	7.125138e+13
7.066700e+02	7.508183e+02	9.238851e-07	3.558227e+11	7.065926e+13
7.076700e+02	7.520454e+02	9.124109e-07	3.509682e+11	7.007067e+13
7.086700e+02	7.533063e+02	9.007802e-07	3.461586e+11	6.948563e+13
7.096700e+02	7.546001e+02	8.889991e-07	3.413936e+11	6.890413e+13
7.106700e+02	7.559257e+02	8.770741e-07	3.366734e+11	6.832620e+13
7.116700e+02	7.572819e+02	8.650112e-07	3.319978e+11	6.775184e+13
7.126700e+02	7.586679e+02	8.528168e-07	3.273667e+11	6.718107e+13
7.136700e+02	7.600825e+02	8.404972e-07	3.227802e+11	6.661390e+13
7.146700e+02	7.615247e+02	8.280587e-07	3.182380e+11	6.605032e+13
7.156700e+02	7.629934e+02	8.155074e-07	3.137402e+11	6.549037e+13
7.166700e+02	7.644876e+02	8.028497e-07	3.092866e+11	6.493404e+13
7.176700e+02	7.660062e+02	7.900919e-07	3.048773e+11	6.438135e+13
7.186700e+02	7.675481e+02	7.772401e-07	3.005122e+11	6.383231e+13
7.196700e+02	7.691124e+02	7.643008e-07	2.961911e+11	6.328693e+13
7.206700e+02	7.706980e+02	7.512801e-07	2.919141e+11	6.274522e+13
7.216700e+02	7.723038e+02	7.381842e-07	2.876810e+11	6.220719e+13
7.226700e+02	7.739287e+02	7.250196e-07	2.834919e+11	6.167285e+13
7.236700e+02	7.755718e+02	7.117924e-07	2.793465e+11	6.114221e+13
7.246700e+02	7.772320e+02	6.985090e-07	2.752449e+11	6.061528e+13
7.256700e+02	7.789081e+02	6.851755e-07	2.711870e+11	6.009208e+13
7.266700e+02	7.805993e+02	6.717983e-07	2.671728e+11	5.957260e+13
7.276700e+02	7.823043e+02	6.583836e-07	2.632021e+11	5.905688e+13
7.286700e+02	7.840223e+02	6.449377e-07	2.592749e+11	5.854491e+13
7.296700e+02	7.857520e+02	6.314669e-07	2.553912e+11	5.803670e+13
7.306700e+02	7.874925e+02	6.179774e-07	2.515508e+11	5.753227e+13
7.316700e+02	7.892428e+02	6.044755e-07	2.477537e+11	5.703163e+13
7.326700e+02	7.910017e+02	5.909674e-07	2.439999e+11	5.653478e+13
7.336700e+02	7.927682e+02	5.774595e-07	2.402893e+11	5.604174e+13
7.346700e+02	7.945412e+02	5.639580e-07	2.366217e+11	5.555252e+13
7.356700e+02	7.963198e+02	5.504692e-07	2.329972e+11	5.506713e+13
7.366700e+02	7.981029e+02	5.369993e-07	2.294157e+11	5.458558e+13
7.376700e+02	7.998893e+02	5.235546e-07	2.258771e+11	5.410788e+13
7.386700e+02	8.016782e+02	5.101414e-07	2.223814e+11	5.363405e+13
7.396700e+02	8.034683e+02	4.967660e-07	2.189284e+11	5.316408e+13
7.406700e+02	8.052587e+02	4.834345e-07	2.155182e+11	5.269800e+13
7.416700e+02	8.070483e+02	4.701534e-07	2.121506e+11	5.223580e+13
7.426700e+02	8.088361e+02	4.569288e-07	2.088256e+11	5.177752e+13
7.436700e+02	8.106209e+02	4.437670e-07	2.055431e+11	5.132314e+13
7.446700e+02	8.124019e+02	4.306743e-07	2.023030e+11	5.087270e+13
7.456700e+02	8.141778e+02	4.176570e-07	1.991054e+11	5.042619e+13
7.466700e+02	8.159477e+02	4.047212e-07	1.959501e+11	4.998362e+13
7.476700e+02	8.177105e+02	3.918734e-07	1.928370e+11	4.954501e+13
7.486700e+02	8.194652e+02	3.791198e-07	1.897662e+11	4.911037e+13
7.496700e+02	8.212106e+02	3.664665e-07	1.867374e+11	4.867971e+13
7.506700e+02	8.229459e+02	3.539200e-07	1.837508e+11	4.825303e+13
7.516700e+02	8.246698e+02	3.414865e-07	1.808061e+11	4.783036e+13
7.526700e+02	8.263814e+02	3.291721e-07	1.779034e+11	4.741169e+13
7.536700e+02	8.280795e+02	3.169833e-07	1.750425e+11	4.699705e+13
7.546700e+02	8.297633e+02	3.049263e-07	1.722234e+11	4.658644e+13
7.556700e+02	8.314315e+02	2.930073e-07	1.694461e+11	4.617987e+13
7.566700e+02	8.330832e+02	2.812326e-07	1.667105e+11	4.577735e+13
7.576700e+02	8.347173e+02	2.696085e-07	1.640164e+11	4.537890e+13
7.586700e+02	8.363327e+02	2.581412e-07	1.613639e+11	4.498452e+13
7.596700e+02	8.379284e+02	2.468371e-07	1.587529e+11	4.459422e+13
7.606700e+02	8.395034e+02	2.357023e-07	1.561832e+11	4.420802e+13
7.616700e+02	8.410566e+02	2.247432e-07	1.536550e+11	4.382593e+13
7.626700e+02	8.425869e+02	2.139660e-07	1.511680e+11	4.344795e+13
7.636700e+02	8.440933e+02	2.033770e-07	1.487222e+11	4.307410e+13
7.646700e+02	8.455748e+02	1.929825e-07	1.463176e+11	4.270439e+13
7.656700e+02	8.470303e+02	1.827887e-07	1.439540e+11	4.233882e+13
7.666700e+02	8.484587e+02	1.728019e-07	1.416315e+11	4.197742e+13
7.676700e+02	8.498590e+02	1.630283e-07	1.393499e+11	4.162018e+13
7.686700e+02	8.512301e+02	1.534743e-07	1.371092e+11	4.126713e+13
7.696700e+02	8.525711e+02	1.441461e-07	1.349093e+11	4.091826e+13
7.706700e+02	8.538808e+02	1.350499e-07	1.327502e+11	4.057360e+13
7.716700e+02	8.551581e+02	1.261921e-07	1.306318e+11	4.023315e+13
7.726700e+02	8.564022e+02	1.175789e-07	1.285540e+11	3.989692e+13
7.736700e+02	8.576118e+02	1.092166e-07	1.265168e+11	3.956493e+13
7.746700e+02	8.587859e+02	1.011114e-07	1.245200e+11	3.923718e+13
7.756700e+02	8.599235e+02	9.326965e-08	1.225637e+11	3.891369e+13
7.766700e+02	8.610236e+02	8.569756e-08	1.206478e+11	3.859446e+13
7.776700e+02	8.620851e+02	7.840142e-08	1.187721e+11	3.827950e+13
7.786700e+02	8.631069e+02	7.138749e-08	1.169367e+11	3.796884e+13
7.796700e+02	8.640880e+02	6.466206e-08	1.151414e+11	3.766247e+13
7.806700e+02	8.650273e+02	5.823137e-08	1.133863e+11	3.736041e+13
7.816700e+02	8.659238e+02	5.210171e-08	1.116712e+11	3.706267e+13
7.826700e+02	8.667764e+02	4.627935e-08	1.099960e+11	3.676925e+13
7.836700e+02	8.675842e+02	4.077054e-08	1.083608e+11	3.648018e+13
7.846700e+02	8.683459e+02	3.558156e-08	1.067654e+11	3.619546e+13
7.856700e+02	8.690607e+02	3.071868e-08	1.052098e+11	3.591510e+13
7.866700e+02	8.697273e+02	2.618816e-08	1.036939e+11	3.563911e+13
7.876700e+02	8.703449e+02	2.199628e-08	1.022176e+11	3.536750e+13
7.886700e+02	8.709123e+02	1.814930e-08	1.007810e+11	3.510029e+13
7.896700e+02	8.714285e+02	1.465349e-08	9.938380e+10	3.483748e+13
7.906700e+02	8.718924e+02	1.151512e-08	9.802609e+10	3.457908e+13
7.916700e+02	8.723029e+02	8.740464e-09	9.670775e+10	3.432511e+13
7.926700e+02	8.726592e+02	6.335780e-09	9.542874e+10	3.407558e+13
7.936700e+02	8.729599e+02	4.307342e-09	9.418898e+10	3.383049e+13
7.946700e+02	8.732043e+02	2.661417e-09	9.298840e+10	3.358986e+13
7.956700e+02	8.733911e+02	1.404274e-09	9.182695e+10	3.335370e+13
7.966700e+02	8.735193e+02	5.421815e-10	9.070455e+10	3.312201e+13
7.976700e+02	8.735879e+02	8.140823e-11	8.962115e+10	3.289481e+13
7.986700e+02	8.735996e+02	0.000000e+00	8.857466e+10	3.267195e+13
7.996700e+02	8.735946e+02	0.000000e+00	8.754358e+10	3.245158e+13
8.006700e+02	8.735840e+02	0.000000e+00	8.652206e+10	3.223321e+13
8.016700e+02	8.735678e+02	0.000000e+00	8.551004e+10	3.201682e+13
8.026700e+02	8.735463e+02	0.000000e+00	8.450748e+10	3.180238e+13
8.036700e+02	8.735194e+02	0.000000e+00	8.351435e+10	3.158989e+13
8.046700e+02	8.734874e+02	0.000000e+00	8.253060e+10	3.137931e+13
8.056700e+02	8.734503e+02	0.000000e+00	8.155619e+10	3.117065e+13
8.066700e+02	8.734082e+02	0.000000e+00	8.059107e+10	3.096387e+13
8.076700e+02	8.733613e+02	0.000000e+00	7.963520e+10	3.075896e+13
8.086700e+02	8.733097e+02	0.000000e+00	7.868854e+10	3.055591e+13
8.096700e+02	8.732534e+02	0.000000e+00	7.775104e+10	3.035469e+13
8.106700e+02	8.731927e+02	0.000000e+00	7.682266e+10	3.015529e+13
8.116700e+02	8.731275e+02	0.000000e+00	7.590336e+10	2.995769e+13
8.126700e+02	8.730581e+02	0.000000e+00	7.499310e+10	2.976187e+13
8.136700e+02	8.729845e+02	0.000000e+00	7.409183e+10	2.956782e+13
8.146700e+02	8.729069e+02	0.000000e+00	7.319951e+10	2.937552e+13
8.156700e+02	8.728253e+02	0.000000e+00	7.231609e+10	2.918494e+13
8.166700e+02	8.727399e+02	0.000000e+00	7.144154e+10	2.899608e+13
8.176700e+02	8.726508e+02	0.000000e+00	7.057581e+10	2.880892e+13
8.186700e+02	8.725581e+02	0.000000e+00	6.971886e+10	2.862343e+13
